Y,Ds
32.9,2016-09-09,
32.0,2016-09-12,
29.0,2016-09-13,
28.8,2016-09-14,
29.2,2016-09-15,
28.9,2016-09-16,
29.3,2016-09-19,
29.6,2016-09-20,
31.0,2016-09-21,
31.1,2016-09-22,
30.5,2016-09-23,
29.9,2016-09-26,
30.5,2016-09-27,
30.9,2016-09-28,
31.1,2016-09-29,
30.7,2016-09-30,
30.7,2016-10-03,
30.4,2016-10-04,
30.5,2016-10-05,
31.0,2016-10-06,
31.0,2016-10-07,
31.0,2016-10-10,
31.1,2016-10-11,
31.4,2016-10-12,
31.4,2016-10-13,
31.4,2016-10-14,
30.9,2016-10-17,
31.1,2016-10-18,
31.1,2016-10-19,
30.8,2016-10-20,
30.0,2016-10-21,
29.8,2016-10-24,
29.6,2016-10-25,
29.7,2016-10-26,
29.6,2016-10-27,
29.5,2016-10-28,
29.5,2016-10-31,
29.5,2016-11-01,
29.0,2016-11-02,
28.4,2016-11-03,
28.4,2016-11-04,
29.5,2016-11-07,
29.3,2016-11-08,
29.0,2016-11-09,
29.1,2016-11-10,
29.0,2016-11-11,
28.8,2016-11-14,
28.9,2016-11-15,
28.8,2016-11-16,
29.3,2016-11-17,
29.9,2016-11-25,
29.4,2016-11-28,
29.4,2016-11-29,
29.4,2016-11-30,
28.2,2016-12-01,
28.2,2016-12-02,
27.3,2016-12-05,
27.2,2016-12-06,
27.1,2016-12-07,
27.2,2016-12-08,
26.1,2016-12-09,
25.0,2016-12-12,
25.0,2016-12-13,
25.0,2016-12-14,
25.0,2016-12-15,
25.0,2016-12-16,
25.0,2016-12-19,
24.9,2016-12-20,
24.9,2016-12-21,
24.7,2016-12-22,
24.0,2016-12-23,
23.5,2016-12-26,
23.4,2016-12-27,
23.0,2016-12-28,
22.25,2016-12-29,
23.4,2016-12-30,
24.6,2017-01-03,
24.9,2017-01-04,
25.4,2017-01-05,
24.5,2017-01-06,
26.0,2017-01-09,
25.2,2017-01-10,
24.95,2017-01-11,
25.2,2017-01-12,
24.8,2017-01-13,
23.5,2017-01-16,
25.0,2017-01-17,
23.25,2017-01-18,
23.7,2017-01-19,
22.7,2017-01-20,
22.65,2017-01-23,
21.8,2017-01-24,
21.9,2017-01-25,
23.4,2017-02-02,
23.35,2017-02-03,
23.7,2017-02-06,
23.9,2017-02-07,
23.6,2017-02-08,
23.45,2017-02-09,
23.55,2017-02-10,
24.65,2017-02-13,
25.2,2017-02-14,
25.9,2017-02-15,
25.1,2017-02-16,
26.0,2017-02-17,
26.8,2017-02-20,
26.5,2017-02-21,
26.3,2017-02-22,
26.5,2017-02-23,
26.25,2017-02-24,
25.8,2017-02-27,
25.0,2017-02-28,
25.2,2017-03-01,
26.05,2017-03-02,
26.55,2017-03-03,
25.8,2017-03-06,
25.85,2017-03-07,
25.0,2017-03-08,
25.4,2017-03-09,
25.05,2017-03-10,
24.45,2017-03-13,
24.6,2017-03-14,
24.2,2017-03-15,
24.25,2017-03-16,
24.75,2017-03-17,
24.75,2017-03-20,
24.25,2017-03-21,
24.25,2017-03-22,
24.25,2017-03-23,
24.1,2017-03-24,
23.7,2017-03-27,
23.75,2017-03-28,
24.0,2017-03-29,
24.35,2017-03-30,
24.5,2017-03-31,
24.2,2017-04-03,
24.8,2017-04-04,
25.1,2017-04-05,
25.35,2017-04-07,
25.7,2017-04-10,
25.5,2017-04-11,
26.0,2017-04-12,
25.4,2017-04-13,
25.35,2017-04-14,
24.3,2017-04-17,
25.0,2017-04-18,
25.0,2017-04-19,
25.0,2017-04-20,
24.85,2017-04-21,
25.0,2017-04-24,
25.0,2017-04-25,
25.4,2017-04-26,
25.55,2017-04-27,
25.8,2017-04-28,
27.6,2017-05-03,
27.0,2017-05-04,
28.0,2017-05-05,
28.55,2017-05-08,
28.6,2017-05-09,
29.75,2017-05-10,
31.0,2017-05-11,
30.9,2017-05-12,
30.3,2017-05-15,
28.8,2017-05-16,
29.65,2017-05-17,
29.1,2017-05-18,
30.55,2017-05-19,
30.0,2017-05-22,
30.3,2017-05-23,
32.4,2017-05-24,
32.5,2017-05-25,
33.0,2017-05-26,
33.7,2017-05-29,
31.35,2017-05-30,
30.5,2017-05-31,
32.3,2017-06-01,
32.3,2017-06-02,
32.2,2017-06-05,
32.5,2017-06-06,
32.5,2017-06-07,
32.0,2017-06-08,
32.0,2017-06-09,
30.7,2017-06-12,
31.3,2017-06-13,
31.4,2017-06-14,
31.35,2017-06-15,
31.2,2017-06-16,
33.0,2017-06-19,
33.3,2017-06-20,
35.2,2017-06-21,
35.0,2017-06-22,
35.1,2017-06-23,
35.1,2017-06-26,
34.4,2017-06-27,
34.4,2017-06-28,
35.0,2017-06-29,
34.55,2017-06-30,
34.2,2017-07-03,
33.75,2017-07-04,
34.3,2017-07-05,
34.7,2017-07-06,
34.4,2017-07-07,
33.8,2017-07-10,
33.4,2017-07-11,
33.7,2017-07-12,
34.15,2017-07-13,
33.8,2017-07-14,
32.7,2017-07-17,
31.5,2017-07-18,
32.4,2017-07-19,
32.8,2017-07-20,
32.1,2017-07-21,
31.6,2017-07-24,
32.35,2017-07-25,
33.0,2017-07-26,
33.2,2017-07-27,
33.25,2017-07-28,
32.9,2017-07-31,
32.3,2017-08-01,
32.2,2017-08-02,
32.6,2017-08-03,
32.2,2017-08-04,
32.25,2017-08-07,
32.6,2017-08-08,
32.2,2017-08-09,
32.2,2017-08-10,
32.2,2017-08-11,
33.4,2017-08-14,
33.1,2017-08-15,
33.85,2017-08-16,
33.1,2017-08-17,
33.0,2017-08-18,
32.8,2017-08-21,
32.0,2017-08-22,
32.1,2017-08-23,
32.15,2017-08-24,
31.95,2017-08-25,
31.9,2017-08-28,
32.2,2017-08-29,
32.1,2017-08-30,
32.4,2017-08-31,
32.45,2017-09-01,
32.05,2017-09-05,
32.45,2017-09-06,
33.05,2017-09-07,
32.6,2017-09-08,
32.65,2017-09-11,
34.8,2017-09-12,
35.1,2017-09-13,
34.55,2017-09-14,
35.3,2017-09-15,
34.8,2017-09-18,
34.6,2017-09-19,
34.7,2017-09-20,
35.0,2017-09-21,
35.35,2017-09-22,
35.1,2017-09-25,
34.7,2017-09-26,
34.7,2017-09-27,
33.95,2017-09-28,
34.25,2017-09-29,
33.85,2017-10-02,
33.4,2017-10-03,
34.3,2017-10-04,
34.0,2017-10-05,
33.95,2017-10-06,
34.35,2017-10-09,
35.15,2017-10-10,
34.75,2017-10-11,
34.65,2017-10-12,
34.7,2017-10-13,
34.7,2017-10-16,
35.25,2017-10-17,
34.9,2017-10-18,
34.65,2017-10-19,
34.0,2017-10-20,
33.3,2017-10-23,
33.55,2017-10-24,
33.85,2017-10-25,
33.25,2017-10-26,
32.8,2017-10-27,
30.9,2017-10-30,
30.3,2017-10-31,
30.45,2017-11-01,
30.0,2017-11-02,
30.5,2017-11-03,
30.8,2017-11-06,
30.9,2017-11-07,
30.0,2017-11-08,
30.05,2017-11-09,
30.2,2017-11-10,
28.1,2017-11-13,
29.75,2017-11-14,
31.0,2017-11-15,
31.0,2017-11-16,
30.4,2017-11-17,
31.3,2017-11-20,
31.4,2017-11-21,
30.95,2017-11-22,
31.2,2017-11-23,
31.35,2017-11-24,
32.2,2017-11-27,
31.8,2017-11-28,
32.1,2017-11-29,
32.1,2017-11-30,
32.0,2017-12-01,
32.35,2017-12-04,
31.9,2017-12-05,
31.15,2017-12-06,
31.2,2017-12-07,
31.2,2017-12-08,
30.55,2017-12-11,
30.75,2017-12-12,
30.55,2017-12-13,
31.1,2017-12-14,
32.25,2017-12-15,
32.45,2017-12-18,
32.4,2017-12-19,
32.5,2017-12-20,
32.7,2017-12-21,
33.1,2017-12-22,
32.8,2017-12-25,
32.8,2017-12-26,
32.75,2017-12-27,
32.75,2017-12-28,
33.1,2017-12-29,
32.85,2018-01-02,
32.95,2018-01-03,
32.8,2018-01-04,
32.6,2018-01-05,
33.55,2018-01-08,
33.95,2018-01-09,
34.0,2018-01-10,
34.4,2018-01-11,
34.5,2018-01-12,
34.95,2018-01-15,
34.35,2018-01-16,
32.9,2018-01-17,
32.8,2018-01-18,
32.9,2018-01-19,
32.75,2018-01-22,
32.5,2018-01-25,
31.9,2018-01-26,
30.0,2018-01-29,
28.7,2018-01-30,
29.9,2018-01-31,
28.85,2018-02-01,
28.85,2018-02-02,
26.85,2018-02-05,
25.0,2018-02-06,
26.75,2018-02-07,
27.4,2018-02-08,
27.0,2018-02-09,
27.7,2018-02-12,
29.6,2018-02-13,
29.35,2018-02-21,
28.45,2018-02-22,
28.65,2018-02-23,
28.65,2018-02-26,
27.9,2018-02-27,
28.2,2018-02-28,
27.7,2018-03-01,
27.6,2018-03-02,
26.9,2018-03-05,
26.9,2018-03-06,
27.8,2018-03-07,
27.1,2018-03-08,
26.8,2018-03-09,
26.25,2018-03-12,
26.55,2018-03-13,
27.45,2018-03-14,
26.85,2018-03-15,
26.7,2018-03-16,
26.45,2018-03-19,
26.55,2018-03-20,
27.0,2018-03-21,
27.45,2018-03-22,
26.9,2018-03-23,
26.1,2018-03-26,
26.3,2018-03-27,
26.05,2018-03-28,
25.6,2018-03-29,
24.8,2018-03-30,
23.5,2018-04-02,
25.1,2018-04-03,
26.5,2018-04-04,
25.95,2018-04-05,
25.9,2018-04-06,
21.3,2018-04-09,
22.0,2018-04-10,
21.15,2018-04-11,
20.8,2018-04-12,
20.6,2018-04-13,
21.9,2018-04-16,
21.85,2018-04-17,
21.3,2018-04-18,
20.9,2018-04-19,
20.8,2018-04-20,
21.05,2018-04-23,
20.65,2018-04-24,
19.75,2018-04-26,
20.0,2018-04-27,
19.9,2018-05-02,
19.4,2018-05-03,
19.45,2018-05-04,
18.95,2018-05-07,
19.4,2018-05-08,
19.2,2018-05-09,
19.0,2018-05-10,
19.25,2018-05-11,
19.3,2018-05-14,
19.6,2018-05-15,
19.6,2018-05-16,
19.6,2018-05-17,
19.2,2018-05-18,
18.95,2018-05-21,
18.35,2018-05-22,
19.6,2018-05-23,
20.4,2018-05-24,
20.7,2018-05-25,
20.0,2018-05-28,
20.1,2018-05-29,
19.9,2018-05-30,
20.2,2018-05-31,
21.1,2018-06-01,
22.55,2018-06-04,
22.55,2018-06-05,
23.0,2018-06-06,
22.0,2018-06-07,
21.9,2018-06-08,
21.1,2018-06-11,
20.55,2018-06-12,
20.95,2018-06-13,
21.3,2018-06-14,
20.95,2018-06-15,
19.8,2018-06-18,
18.7,2018-06-19,
19.65,2018-06-20,
19.2,2018-06-21,
19.6,2018-06-22,
19.45,2018-06-25,
19.3,2018-06-26,
18.85,2018-06-27,
18.9,2018-06-28,
18.9,2018-06-29,
18.25,2018-07-02,
18.3,2018-07-03,
18.15,2018-07-04,
17.5,2018-07-05,
18.25,2018-07-06,
17.85,2018-07-09,
17.85,2018-07-10,
16.8,2018-07-11,
17.0,2018-07-12,
17.15,2018-07-13,
17.1,2018-07-16,
17.85,2018-07-17,
18.2,2018-07-18,
18.1,2018-07-19,
17.8,2018-07-20,
17.7,2018-07-23,
17.8,2018-07-24,
17.35,2018-07-25,
17.0,2018-07-26,
17.4,2018-07-27,
17.45,2018-07-30,
17.15,2018-07-31,
17.3,2018-08-01,
17.2,2018-08-02,
17.1,2018-08-03,
16.95,2018-08-06,
16.8,2018-08-07,
16.75,2018-08-08,
16.75,2018-08-09,
16.4,2018-08-10,
16.85,2018-08-13,
16.65,2018-08-14,
16.7,2018-08-15,
16.7,2018-08-16,
16.45,2018-08-17,
16.25,2018-08-20,
16.35,2018-08-21,
17.1,2018-08-22,
17.05,2018-08-23,
17.15,2018-08-24,
17.0,2018-08-27,
16.9,2018-08-28,
17.35,2018-08-29,
18.1,2018-08-30,
17.8,2018-08-31,
17.3,2018-09-04,
17.6,2018-09-05,
17.2,2018-09-06,
17.3,2018-09-07,
17.0,2018-09-10,
17.1,2018-09-11,
16.9,2018-09-12,
16.95,2018-09-13,
16.85,2018-09-14,
16.7,2018-09-17,
17.0,2018-09-18,
17.3,2018-09-19,
17.35,2018-09-20,
17.15,2018-09-21,
17.5,2018-09-24,
17.7,2018-09-25,
17.6,2018-09-26,
17.8,2018-09-27,
17.5,2018-09-28,
17.25,2018-10-01,
16.95,2018-10-02,
17.1,2018-10-03,
17.15,2018-10-04,
17.0,2018-10-05,
16.8,2018-10-08,
16.4,2018-10-09,
15.85,2018-10-10,
14.75,2018-10-11,
15.2,2018-10-12,
15.5,2018-10-15,
15.4,2018-10-16,
15.5,2018-10-17,
15.0,2018-10-18,
14.75,2018-10-19,
14.8,2018-10-22,
14.5,2018-10-23,
14.45,2018-10-24,
14.15,2018-10-25,
14.2,2018-10-26,
14.25,2018-10-29,
14.3,2018-10-30,
14.6,2018-10-31,
14.15,2018-11-01,
14.15,2018-11-02,
14.25,2018-11-05,
14.4,2018-11-06,
14.4,2018-11-07,
15.1,2018-11-08,
14.7,2018-11-09,
14.6,2018-11-12,
14.15,2018-11-13,
14.1,2018-11-14,
13.75,2018-11-15,
14.0,2018-11-16,
13.85,2018-11-19,
14.8,2018-11-20,
14.85,2018-11-21,
14.95,2018-11-22,
15.1,2018-11-23,
15.5,2018-11-26,
15.55,2018-11-27,
15.4,2018-11-28,
14.95,2018-11-29,
14.85,2018-11-30,
15.25,2018-12-03,
15.55,2018-12-04,
16.15,2018-12-05,
15.85,2018-12-06,
15.9,2018-12-07,
16.4,2018-12-10,
16.5,2018-12-11,
16.5,2018-12-12,
16.4,2018-12-13,
16.45,2018-12-14,
16.1,2018-12-17,
15.7,2018-12-18,
15.25,2018-12-19,
15.5,2018-12-20,
15.15,2018-12-21,
14.8,2018-12-24,
14.5,2018-12-25,
14.5,2018-12-26,
14.9,2018-12-27,
14.7,2018-12-28,
14.5,2019-01-02,
14.25,2019-01-03,
14.25,2019-01-04,
14.4,2019-01-07,
14.2,2019-01-08,
14.55,2019-01-09,
14.4,2019-01-10,
14.35,2019-01-11,
14.2,2019-01-14,
14.6,2019-01-15,
14.85,2019-01-16,
14.6,2019-01-17,
14.4,2019-01-18,
14.4,2019-01-21,
14.5,2019-01-22,
14.4,2019-01-23,
14.45,2019-01-24,
14.35,2019-01-25,
14.25,2019-01-28,
14.25,2019-01-29,
14.3,2019-01-30,
14.5,2019-01-31,
14.7,2019-02-01,
14.85,2019-02-11,
15.4,2019-02-12,
15.55,2019-02-13,
15.5,2019-02-14,
15.45,2019-02-15,
15.45,2019-02-18,
15.0,2019-02-19,
15.0,2019-02-20,
15.05,2019-02-21,
15.25,2019-02-22,
15.2,2019-02-25,
15.05,2019-02-26,
15.3,2019-02-27,
15.05,2019-02-28,
15.4,2019-03-01,
16.45,2019-03-04,
16.6,2019-03-05,
16.65,2019-03-06,
16.45,2019-03-07,
15.8,2019-03-08,
16.35,2019-03-11,
16.45,2019-03-12,
16.2,2019-03-13,
16.45,2019-03-14,
16.3,2019-03-15,
16.4,2019-03-18,
16.0,2019-03-19,
15.95,2019-03-20,
16.1,2019-03-21,
16.3,2019-03-22,
16.05,2019-03-25,
16.15,2019-03-26,
16.3,2019-03-27,
16.8,2019-03-28,
16.85,2019-03-29,
17.3,2019-04-01,
17.2,2019-04-02,
17.4,2019-04-03,
17.35,2019-04-04,
17.7,2019-04-05,
18.9,2019-04-08,
18.5,2019-04-09,
18.5,2019-04-10,
18.9,2019-04-11,
19.35,2019-04-12,
19.35,2019-04-16,
18.0,2019-04-17,
17.8,2019-04-18,
18.05,2019-04-19,
17.4,2019-04-22,
17.6,2019-04-23,
18.1,2019-04-24,
17.9,2019-04-25,
18.5,2019-04-26,
18.2,2019-05-02,
17.75,2019-05-03,
17.1,2019-05-06,
17.45,2019-05-07,
17.3,2019-05-08,
16.9,2019-05-09,
17.2,2019-05-10,
17.2,2019-05-13,
17.45,2019-05-14,
17.6,2019-05-15,
17.45,2019-05-16,
17.55,2019-05-17,
17.7,2019-05-20,
17.55,2019-05-21,
17.3,2019-05-22,
17.7,2019-05-23,
17.4,2019-05-24,
17.6,2019-05-27,
17.7,2019-05-28,
18.35,2019-05-29,
18.15,2019-05-30,
17.75,2019-05-31,
17.3,2019-06-03,
17.35,2019-06-04,
17.4,2019-06-05,
17.3,2019-06-06,
17.75,2019-06-07,
17.95,2019-06-10,
17.8,2019-06-11,
17.55,2019-06-12,
17.85,2019-06-13,
18.1,2019-06-14,
18.05,2019-06-17,
18.6,2019-06-18,
18.35,2019-06-19,
18.55,2019-06-20,
18.4,2019-06-21,
18.4,2019-06-24,
18.35,2019-06-25,
18.35,2019-06-26,
18.0,2019-06-27,
18.35,2019-06-28,
18.75,2019-07-01,
18.6,2019-07-02,
18.65,2019-07-03,
18.65,2019-07-04,
19.05,2019-07-05,
19.15,2019-07-08,
19.25,2019-07-09,
18.9,2019-07-10,
18.7,2019-07-11,
18.8,2019-07-12,
18.85,2019-07-15,
18.85,2019-07-16,
18.5,2019-07-17,
18.6,2019-07-18,
18.8,2019-07-19,
18.6,2019-07-22,
18.7,2019-07-23,
18.7,2019-07-24,
18.95,2019-07-25,
18.7,2019-07-26,
18.35,2019-07-29,
18.25,2019-07-30,
17.9,2019-07-31,
17.95,2019-08-01,
17.85,2019-08-02,
17.55,2019-08-05,
17.4,2019-08-06,
17.45,2019-08-07,
17.5,2019-08-08,
17.6,2019-08-09,
17.4,2019-08-12,
17.4,2019-08-13,
17.2,2019-08-14,
17.2,2019-08-15,
17.05,2019-08-16,
16.95,2019-08-19,
16.85,2019-08-20,
16.9,2019-08-21,
16.9,2019-08-22,
16.95,2019-08-23,
16.5,2019-08-26,
16.25,2019-08-27,
16.05,2019-08-28,
15.8,2019-08-29,
16.4,2019-08-30,
15.95,2019-09-03,
15.9,2019-09-04,
16.0,2019-09-05,
15.95,2019-09-06,
15.95,2019-09-09,
15.95,2019-09-10,
16.0,2019-09-11,
16.35,2019-09-12,
16.35,2019-09-13,
15.95,2019-09-16,
16.0,2019-09-17,
15.95,2019-09-18,
16.0,2019-09-19,
16.0,2019-09-20,
15.9,2019-09-23,
15.8,2019-09-24,
15.7,2019-09-25,
15.65,2019-09-26,
15.15,2019-09-27,
15.35,2019-09-30,
15.25,2019-10-01,
15.15,2019-10-02,
15.1,2019-10-03,
15.2,2019-10-04,
14.95,2019-10-07,
14.8,2019-10-08,
14.8,2019-10-09,
14.9,2019-10-10,
14.95,2019-10-11,
15.2,2019-10-14,
15.05,2019-10-15,
15.35,2019-10-16,
15.35,2019-10-17,
15.15,2019-10-18,
15.0,2019-10-21,
15.1,2019-10-22,
15.35,2019-10-23,
15.3,2019-10-24,
15.2,2019-10-25,
15.15,2019-10-28,
15.1,2019-10-29,
15.15,2019-10-30,
15.2,2019-10-31,
15.75,2019-11-01,
15.65,2019-11-04,
15.9,2019-11-05,
15.7,2019-11-06,
15.8,2019-11-07,
15.85,2019-11-08,
15.45,2019-11-11,
15.65,2019-11-12,
15.5,2019-11-13,
15.25,2019-11-14,
15.05,2019-11-15,
14.9,2019-11-18,
15.0,2019-11-19,
14.9,2019-11-20,
14.8,2019-11-21,
14.35,2019-11-22,
14.1,2019-11-25,
14.2,2019-11-26,
14.2,2019-11-27,
14.1,2019-11-28,
14.1,2019-11-29,
13.85,2019-12-02,
13.85,2019-12-03,
13.9,2019-12-04,
14.0,2019-12-05,
14.2,2019-12-06,
14.15,2019-12-09,
13.9,2019-12-10,
14.0,2019-12-11,
14.05,2019-12-12,
14.1,2019-12-13,
14.1,2019-12-16,
13.9,2019-12-17,
13.85,2019-12-18,
13.55,2019-12-19,
13.4,2019-12-20,
12.65,2019-12-23,
12.4,2019-12-24,
12.95,2019-12-25,
12.75,2019-12-26,
12.9,2019-12-27,
12.6,2019-12-30,
12.7,2019-12-31,
12.75,2020-01-02,
12.7,2020-01-03,
12.3,2020-01-06,
12.4,2020-01-07,
12.0,2020-01-08,
12.05,2020-01-09,
12.1,2020-01-10,
12.0,2020-01-13,
11.9,2020-01-14,
11.9,2020-01-15,
12.4,2020-01-16,
12.5,2020-01-17,
12.45,2020-01-20,
12.55,2020-01-21,
12.6,2020-01-22,
12.1,2020-01-30,
11.5,2020-01-31,
10.7,2020-02-03,
11.0,2020-02-04,
11.2,2020-02-05,
11.95,2020-02-06,
12.25,2020-02-07,
12.1,2020-02-10,
12.25,2020-02-11,
12.35,2020-02-12,
12.3,2020-02-13,
12.3,2020-02-14,
12.35,2020-02-17,
12.2,2020-02-18,
12.3,2020-02-19,
13.15,2020-02-20,
13.3,2020-02-21,
12.4,2020-02-24,
12.6,2020-02-25,
12.6,2020-02-26,
12.7,2020-02-27,
12.35,2020-02-28,
12.4,2020-03-02,
12.65,2020-03-03,
12.65,2020-03-04,
12.6,2020-03-05,
12.35,2020-03-06,
11.5,2020-03-09,
11.35,2020-03-10,
10.05,2020-03-12,
10.1,2020-03-13,
10.8,2020-03-16,
11.15,2020-03-17,
11.0,2020-03-18,
10.55,2020-03-19,
10.6,2020-03-20,
9.86,2020-03-23,
10.1,2020-03-24,
10.6,2020-03-25,
10.35,2020-03-26,
10.2,2020-03-27,
9.7,2020-03-30,
9.39,2020-03-31,
9.99,2020-04-01,
10.3,2020-04-03,
10.8,2020-04-06,
10.65,2020-04-07,
10.75,2020-04-08,
10.9,2020-04-09,
10.65,2020-04-10,
10.65,2020-04-13,
10.8,2020-04-14,
11.55,2020-04-15,
11.9,2020-04-16,
11.85,2020-04-17,
12.2,2020-04-20,
11.45,2020-04-21,
11.95,2020-04-22,
12.45,2020-04-23,
12.8,2020-04-24,
12.7,2020-04-27,
12.45,2020-04-28,
12.35,2020-04-29,
11.65,2020-05-04,
12.1,2020-05-05,
11.95,2020-05-06,
12.15,2020-05-07,
12.05,2020-05-08,
12.25,2020-05-11,
12.7,2020-05-12,
12.55,2020-05-13,
12.45,2020-05-14,
12.3,2020-05-15,
12.35,2020-05-18,
12.3,2020-05-19,
12.55,2020-05-20,
12.55,2020-05-21,
12.35,2020-05-22,
12.5,2020-05-25,
13.0,2020-05-26,
12.5,2020-05-27,
12.55,2020-05-28,
12.45,2020-05-29,
12.65,2020-06-01,
12.55,2020-06-02,
12.6,2020-06-03,
13.45,2020-06-04,
13.75,2020-06-05,
13.85,2020-06-08,
13.5,2020-06-09,
13.75,2020-06-10,
12.9,2020-06-11,
12.75,2020-06-12,
12.15,2020-06-15,
12.6,2020-06-16,
12.7,2020-06-17,
12.7,2020-06-18,
12.9,2020-06-19,
13.05,2020-06-22,
13.2,2020-06-23,
13.05,2020-06-24,
13.1,2020-06-25,
12.8,2020-06-26,
12.35,2020-06-29,
12.05,2020-06-30,
12.35,2020-07-01,
12.2,2020-07-02,
12.25,2020-07-03,
12.4,2020-07-06,
12.35,2020-07-07,
12.35,2020-07-08,
12.75,2020-07-09,
12.5,2020-07-10,
12.45,2020-07-13,
12.45,2020-07-14,
12.4,2020-07-15,
12.45,2020-07-16,
12.85,2020-07-17,
12.8,2020-07-20,
12.75,2020-07-21,
12.45,2020-07-22,
12.5,2020-07-23,
11.85,2020-07-24,
11.05,2020-07-27,
11.5,2020-07-28,
11.0,2020-07-29,
11.1,2020-07-30,
10.9,2020-07-31,
11.2,2020-08-03,
11.4,2020-08-04,
11.55,2020-08-05,
11.5,2020-08-06,
11.4,2020-08-07,
11.55,2020-08-10,
11.5,2020-08-11,
12.0,2020-08-12,
11.95,2020-08-13,
12.25,2020-08-14,
12.4,2020-08-17,
12.3,2020-08-18,
12.2,2020-08-19,
12.1,2020-08-20,
12.25,2020-08-21,
12.4,2020-08-24,
12.25,2020-08-25,
12.3,2020-08-26,
12.7,2020-08-27,
12.55,2020-08-28,
12.55,2020-08-31,
12.5,2020-09-01,
12.5,2020-09-03,
12.55,2020-09-04,
12.6,2020-09-07,
12.65,2020-09-08,
12.7,2020-09-09,
12.6,2020-09-10,
12.55,2020-09-11,
12.35,2020-09-14,
12.25,2020-09-15,
12.2,2020-09-16,
12.3,2020-09-17,
12.25,2020-09-18,
12.15,2020-09-21,
12.15,2020-09-22,
12.4,2020-09-23,
12.4,2020-09-24,
12.25,2020-09-25,
12.3,2020-09-28,
12.1,2020-09-29,
12.15,2020-09-30,
12.25,2020-10-01,
12.15,2020-10-02,
12.45,2020-10-05,
12.55,2020-10-06,
12.35,2020-10-07,
12.2,2020-10-08,
12.25,2020-10-09,
12.15,2020-10-12,
12.15,2020-10-13,
12.25,2020-10-14,
12.2,2020-10-15,
12.3,2020-10-16,
11.9,2020-10-19,
11.85,2020-10-20,
11.7,2020-10-21,
11.7,2020-10-22,
11.65,2020-10-23,
11.55,2020-10-26,
11.25,2020-10-27,
10.8,2020-10-28,
10.85,2020-10-29,
10.9,2020-10-30,
11.0,2020-11-02,
11.0,2020-11-03,
11.2,2020-11-04,
11.0,2020-11-05,
11.0,2020-11-06,
11.25,2020-11-09,
11.2,2020-11-10,
11.3,2020-11-11,
11.3,2020-11-12,
11.25,2020-11-13,
11.2,2020-11-16,
11.45,2020-11-17,
11.5,2020-11-18,
12.3,2020-11-19,
12.3,2020-11-20,
12.3,2020-11-23,
12.1,2020-11-24,
12.05,2020-11-25,
12.2,2020-11-26,
12.25,2020-11-27,
12.7,2020-11-30,
12.6,2020-12-01,
12.9,2020-12-02,
12.9,2020-12-03,
12.8,2020-12-04,
12.95,2020-12-07,
12.9,2020-12-08,
13.25,2020-12-09,
12.85,2020-12-10,
12.95,2020-12-11,
13.05,2020-12-14,
13.3,2020-12-15,
13.35,2020-12-16,
13.2,2020-12-17,
13.35,2020-12-18,
14.25,2020-12-21,
14.45,2020-12-22,
14.1,2020-12-23,
13.5,2020-12-24,
14.0,2020-12-25,
14.1,2020-12-28,
14.0,2020-12-29,
14.45,2020-12-30,
14.4,2020-12-31,
14.55,2021-01-04,
14.5,2021-01-05,
14.55,2021-01-06,
15.2,2021-01-07,
15.15,2021-01-08,
15.8,2021-01-11,
15.5,2021-01-12,
15.4,2021-01-13,
15.45,2021-01-14,
15.6,2021-01-15,
15.45,2021-01-18,
14.4,2021-01-19,
14.25,2021-01-20,
14.7,2021-01-21,
14.45,2021-01-22,
14.7,2021-01-25,
14.4,2021-01-26,
13.9,2021-01-27,
12.95,2021-01-28,
13.1,2021-01-29,
12.2,2021-02-01,
12.5,2021-02-02,
13.3,2021-02-03,
13.3,2021-02-04,
13.25,2021-02-05,
12.85,2021-02-08,
13.0,2021-02-09,
13.65,2021-02-17,
14.15,2021-02-18,
14.3,2021-02-19,
14.4,2021-02-22,
14.25,2021-02-23,
14.0,2021-02-24,
14.3,2021-02-25,
14.3,2021-02-26,
14.85,2021-03-01,
14.8,2021-03-02,
14.8,2021-03-03,
14.3,2021-03-04,
14.6,2021-03-05,
14.7,2021-03-08,
14.7,2021-03-09,
15.7,2021-03-10,
16.2,2021-03-11,
16.15,2021-03-12,
16.75,2021-03-15,
17.0,2021-03-16,
16.6,2021-03-17,
16.7,2021-03-18,
16.7,2021-03-19,
16.7,2021-03-22,
16.35,2021-03-23,
15.7,2021-03-24,
15.9,2021-03-25,
15.95,2021-03-26,
16.25,2021-03-29,
16.45,2021-03-30,
16.6,2021-03-31,
16.65,2021-04-01,
16.65,2021-04-02,
16.55,2021-04-05,
16.4,2021-04-06,
16.5,2021-04-07,
16.8,2021-04-08,
17.5,2021-04-09,
17.5,2021-04-12,
17.0,2021-04-13,
17.85,2021-04-14,
17.9,2021-04-15,
17.85,2021-04-16,
17.75,2021-04-19,
17.5,2021-04-20,
16.3,2021-04-22,
16.75,2021-04-23,
16.0,2021-04-26,
16.7,2021-04-27,
16.7,2021-04-28,
16.45,2021-04-29,
16.0,2021-05-04,
16.3,2021-05-05,
15.85,2021-05-06,
15.35,2021-05-07,
15.7,2021-05-10,
15.7,2021-05-11,
15.8,2021-05-12,
15.5,2021-05-13,
15.55,2021-05-14,
15.3,2021-05-17,
15.15,2021-05-18,
15.1,2021-05-19,
14.85,2021-05-20,
